5374681SEGURITE UD                                 1.5 mg comp.x 1         00000000NNRaffo           00000735220160512002001923620207798084684324000110NNN00
5614976SUPRACAM                                    20 mg comp.x 20         00006302NNRaffo           00001090420160512002021924942907798084683365002020SNN00
5614977SUPRACAM                                    20 mg comp.x 30         00008800NNRaffo           00001620020160512002021924943007798084683372003040SNN00
5615006SUPRACAM                                    40 mg comp.x 20         00009588NNRaffo           00001658720160512002021924942707798084683389002020SNN00
5615007SUPRACAM                                    40 mg comp.x 30         00014500NNRaffo           00002446920160512002021924942807798084683396003050SNN00
9951291TALIDOMIDA RAFFO                            100 mg comp.x 10        00000000NNRaffo           00001256120160512003001925129107798084681781001010NNN00
9946758TALIDOMIDA RAFFO                            100 mg comp.x 100       00000000NNRaffo           00012560820160512003001924675807798084684621010030NNN00
5067021TOPICTAL                                    100 mg comp.rec.x 28    00025367SNRaffo           00004895620160512A03061923277607798084682023002810SNN00
5067022TOPICTAL                                    100 mg comp.rec.x 56    00050735SNRaffo           00009314620160512A03061924128807798084684973005630SNN00
5066841TOPICTAL                                    25 mg comp.rec.x 28     00009952SNRaffo           00001648020160512A03061923277407798084682009002810SNN00
5066842TOPICTAL                                    25 mg comp.rec.x 56     00019903SNRaffo           00002965420160512A03061924128607798084684959005630SNN00
5066911TOPICTAL                                    50 mg comp.rec.x 28     00015769SNRaffo           00003163920160512A03061923277507798084682016002810SNN00
5066912TOPICTAL                                    50 mg comp.rec.x 56     00031538SNRaffo           00006094020160512A03061924128707798084684966005630SNN00
4226422TORGYN                                      100 mg ov.vag.x 3       00007006NNRaffo           00001235720160512003081923048107798084684737000310SNN00
4226421TORGYN                                      100 mg ov.vag.x 7       00009532NNRaffo           00001681120160512003081922491307798084684744000730SNN00
5337681TORGYN DUO                                  caps.bland.vag.x 7      00000000NNRaffo           00002181120160512002021923566407798084684249000710SNN00
5150631ULTRANEURAL                                 100 mg comp.x 30        00011719NNRaffo           00001826820160512002081923263107798084682160003010SNN00
5150791ULTRANEURAL                                 300 mg comp.x 30        00020691NNRaffo           00003312220160512002081923263007798084682177003010SNN00
5150792ULTRANEURAL                                 300 mg comp.x 60        00035213NNRaffo           00005917420160512002081923445707798084682740006030SNN00
5150911ULTRANEURAL                                 600 mg comp.x 30        00029268NNRaffo           00004171220160512002081923263307798084682191003010SNN00
4639931UNICALM                                     10 mg comp.subl.x 10    00006542NNRaffo           00000535820160512002001923580907798084684126001010SNN00
3375601UNICALM                                     10 mg comp.x 10         00004224NNRaffo           00000447820160512002001923581007798084684096001010SNN00
3375781UNICALM                                     20 mg comp.x 10         00006977NNRaffo           00000602720160512002001923581107798084684102001010SNN00
3375782UNICALM                                     20 mg comp.x 20         00010728NNRaffo           00001000620160512002001923581207798084684119002030SNN00
4911502UNIFLOX                                     500 mg comp.rec.ran.x 1400015945NNRaffo           00003039520160512003081924207707798084685086001430SNN00
4911501UNIFLOX                                     500 mg comp.rec.ran.x 7 00009543NNRaffo           00001908820160512003081923388207798084680975000710SNN00
5502391UNIFLOX 750                                 750 mg comp.rec.x 5     00011351NNRaffo           00002190520160512003081923808707798084684584000510SNN00
5732392USENTA 125                                  125 mg comp.ran.x 60    00000000NNRaffo           00640377920160512002001924382107798084685024006010NNN00
6363711VEDIPAL                                     1000 mg comp.x 30       00000000NNRaffo           00004978020160512002021925177207798084685352003010SNN00
5724421VEDIPAL                                     500 mg comp.x 20        00000000NNRaffo           00002056120160512002021924912007798084685031002010SNN00
5724422VEDIPAL                                     500 mg comp.x 30        00000000NNRaffo           00003090620160512002021924912107798084683419003020SNN00
5724424VEDIPAL                                     500 mg comp.x 60        00000000NNRaffo           00005179720160512002021924912207798084683426006050SNN00
6276711VORIFAS                                     200 mg comp.rec.x 30    00000000NNRaffo           00187519120160512003001925129207792219000690003010NNN00
6276841VORIFAS                                     400 mg comp.rec.x 30    00000000NNRaffo           00344127620160512003001925129307792219000683003010NNN00
6263681XTANDI                                      40 mg c ps.blandas x 12000000000NNRaffo           00975563520160512013001925129407798084683587012010NNN00
4767301ZUNDIC                                      10 mg comp.x 30         00013000NNRaffo           00001167920160512002081922704207798084684690003010SNN00
4767221ZUNDIC                                      5 mg comp.x 30          00008300NNRaffo           00000724220160512002081922704107798084684683003010SNN00
9951524FOSFOVITA                                   comp.x 30               00000000NNTemis-Lostal¢   00001203620160331001102295152407795337991031003010NNS00
9951525FOSFOVITA                                   comp.x 60               00000000NNTemis-Lostal¢   00002318920160331001102295152507795337991048006020NNS00
9952451BIZILLA EXPRESS                             Soluc.x 120 ml          00000000NNMicrosules Arg. 00000874520160512001102355245107798195030331000120NNN00
9952452BIZILLA EXPRESS                             Soluc.x 240 ml          00000000NNMicrosules Arg. 00001199020160512001102355245207798195030348000150NNN00
0001420BIZILLA EXPRESS                             Soluc.x 360 ml          00000000NNMicrosules Arg. 00001420020160512001102355245307798195030393000140NNN00
9952450BIZILLA EXPRESS                             Soluc.x 60 ml           00000000NNMicrosules Arg. 00000495020160512001102355245007798195030324000110NNN00
9952457BIZILLA FRESH                               soluc.x 15 ml           00000000NNMicrosules Arg. 00000830020160512001002355245707798195030362000110NNN00
9952458BIZILLA LUBRICANTE                          soluc. x 15 ml          00000000NNMicrosules Arg. 00001030020160512001002355245807798195030355000110NNN00
9952462BIZILLA PREMIUM                             Soluc.x 120 ml          00000000NNMicrosules Arg. 00001164920160512001102355246207798195030300000120NNN00
9952455BIZILLA PREMIUM                             Soluc.x 240 ml          00000000NNMicrosules Arg. 00001321020160512001102355245507798195030317000150NNN00
9952456BIZILLA PREMIUM                             Soluc.x 360 ml          00000000NNMicrosules Arg. 00001738020160512001102355245607798195030737000140NNN00
9952454BIZILLA PREMIUM                             Soluc.x 60 ml           00000000NNMicrosules Arg. 00000605020160512001102355245407798195030294000110NNN00
9952459BIZILLA SOLUCION SALINA                     soluc.x 240 ml          00000000NNMicrosules Arg. 00000465020160512001102355245907798195030386000110NNN00
4272381DICLOFENAC DENVER FARMA                     75 mg/3 ml a.x 6        00006626NNDenver Farma    00001950020160512002023123021707798050060558000610SNN00
5693842EPIDUO                                      gel x 45 g              00000000NNGalderma        00006222820151210002023214788603499320004008000110SNN00
9950590GYNODERM                                    env.x 180 ml            00000000NNImvi            00001000020160512001004145059007798024550511000110NNN00
6340841NEBICOR D                                   5/12.5 mg comp.x 28     00000000NNNova Argentia   00002500020160512002026795244807795347909040002810NNN00
9951979IBUKASEC                                    2% susp.x 90 ml         00002858NNKilab           00000498020151228002026985197907798131890548000110SNN00
9951980RIFAMPICINA KILAB                           600 mg iny.f.a.x 1x 50ml00000000NNKilab           00002736920151228003086985198007798131890173000160NNN00
9951978RIFAMPICINA KILAB                           jbe.x 50 ml             00006500TNKilab           00000881920151228003086985197807798131890456000110SNN00
9951688SALBUTAMOL KILAB                            sol.p/nebul.x 20 ml     00003758NNKilab           00000530520151110002066985168807798131890524000110SNN00
9952248TRAMADOL KILAB                              50 mg a.x 100 x 1 ml    00000000NNKilab           00049360020160405A03026985224807798131890531010010NNN00
9952247TRAMADOL KILAB                              50 mg/100 ml gts.x 20 ml00000000NNKilab           00002921920160405A03026985224707798131890555000110SNN00
9946002TRIXVIRAL                                   500 mg liof.f.a.x 1     00000000NNKilab           00001982920151110002086984600207798131890449000110NNN00
9942376CAPELLO GRASSO                              shamp.x 150 ml          00000000NNSempre Giovane  0000140362012060100110721423761             000110NNN00
9944077CAPELLO KETOMAX                             shamp.x 180 g           00000000NNSempre Giovane  00005263520160512001107214407707798127500475000110NNN00
9952449TENSEUR                                     a. x 8 x 3 ml c/u       00000000NNSempre Giovane  00007719820160512001107215244907798127500116000810NNN00
6195711ALPROSTAPINT                                20 mcg a.x 5            00000000NNBiotoscana      00089427420160512012007425024307707188881829000511NNN00
6037391BUDENOFALK                                  espuma rectal x14 aplic.00134400NNBiotoscana      00023788820160512012027424709107798011830398001410SNN00
0633742OPSUMIT                                     10 mg comp.x 30         00000000NNBiotoscana      01424268620160512012007425228007640111931249003010NNN00
6165752SALOFALK                                    1 g sup.x 10            00028048SNBiotoscana      00005620020160512012007424850507798011830534001010SNN00
4324932SALOFALK                                    500 mg comp.x 100       00098463SNBiotoscana      00014033320160512012027424600307798011830282010030SNN00
4324931SALOFALK                                    500 mg comp.x 50        00049232SNBiotoscana      00008142820160512012027422066107798011830275005010SNN00
4325002SALOFALK                                    500 mg sup.x 10         00017697SNBiotoscana      00003460020160512012027424768107798011830299002010SNN00
6037261SALOFALK                                    espuma rectal x14 aplic.00085107SNBiotoscana      00018561420160512012027424708907798011830367001410SNN00
6082261SALOFALK                                    granul.lib.prol.sob.x 3500079542SNBiotoscana      00016170020160512012027424709007798011830411003510SNN00
0608200SALOFALK                                    granul.lib.prol.sob.x 5000047636SNBiotoscana      00010266320160512012027424790807798011830473005030SNN00
0588239TRACLEER                                    125 mg comp.x 56        00000000NNBiotoscana      00707575720160512012007424675108470007599364005610NNN00
5882391TRACLEER                                    62.5 mg comp.x 56       00000000NNBiotoscana      00707575720160512012007424675008470007599289005610NNN00
4257871URSOFALK                                    250 mg caps.x 100       00079300NNBiotoscana      00013450520160512012027424600607798011830336010010SNN00
6225842URSOFALK                                    500 mg comp.rec.x 100   00142350NNBiotoscana      00024144720160512012027424911207798011830565010020SNN00
6110841URSOFALK                                    susp.oral x 250 ml      00059865NNBiotoscana      00010154020160512012027424783107798011830503000110SNN00
0606539ZAVESCA                                     100 mg comp.x 90        00000000NNBiotoscana      02404253220160512012007425227800366215201909009010NNN00
6091971METFORMINA IRAOLA                           comp.rec.x 30           00003300NNIraola          00000540020160512002007954940207798033100516003010SNN00
6092001METFORMINA IRAOLA 850 LP                    850 mg comp.rec.x 30    00007500NNIraola          00001110020160512002007955145907798033100547003010SNN00
5252411AEROVENT                                    200mcg aer.bronq.x 60ds.00002886NNMedisol         00000490020160512002008053838407795373010215006010SNN00
4766571BETACORT CASSARA                            0.05% cr.x 15 g         00003757NNMedisol         00000390020160512002008052646507795373013247000110SNN00
6193393BETACORT PLUS                               cr.d‚rmica x 20 g       00000000NNMedisol         00000549020160512002008054927207795373013506000110SNN00
4016962SALBUTRAL                                   sol.p/nebul.x 20 ml     00003758NNMedisol         00000309020160512002008051897307795373022027000110SNN00
